nome,cidade,estado,bairro,endereco_completo,cep,email,latitude,longitude
CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL I,Lagoa da Confusão,TO,CENTRO,"ANTONIO ALVES DUARTE, S/N",77493000,lagoacras@gmail.com,-10.7935554137972,-49.6300935745239
CRAS Marília,Lagoa da Prata,MG,Marília,"Amazonas, 656",35592220,crasmarilialagoadaprata@gmail.com,-20.0274934474134,-455.29867952282
CRAS Américo Silva,Lagoa da Prata,MG,Américo Silva,"Belo Horizonte, 362",35590102,crasgomes1@gmail.com,-2.00128428e-06,-4.55448935e-06
CRAS Chico Miranda,Lagoa da Prata,MG,Chico Miranda,"João Antônio de Oliveira, 395",35592024,craschicomiranda@gmail.com,-200.398456001088,-45.5261908879765
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Lagoa de Dentro,PB,CENTRO,"do Comércio, 26",58250000,heloise_talita@yahoo.com.br,-66.73846518634,-353.755366802215
CRAS - CASA DAS FAMÍLIAS,Lagoa de Itaenga,PE,INDEPENDÊNCIA,"PAULINO JOSÉ DE OLIVEIRA, 179",55840000,cras_itaenga@hotmail.com,-79.2962762291138,-35.2952635288238
CRAS LAGOA DE PEDRAS,Lagoa de Pedras,RN,CENTRO,"CORONEL FRANCISCO TOMAZ, S/N",59244000,lpcrasrn@gmail.com,-6.14589906247952,-35.4331076145172
CRAS Centro de Referencia da Assistencia Social,Lagoa de São Francisco,PI,CENTRO,"CASSIANO RIBEIRO, S/N",64258000,semaslsf@hotmail.com,-43.9346486955623,-41.6026872396469
CRAS CHIQUINHO NEVES,Lagoa de Velhos,RN,Alto da Conceição,"ANTONIO PAULINO NETO, 966",59430000,zefinhasilv4@gmail.com,-600.037909696132,-35.8697605133056
CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIA,Lagoa do Barro do Piauí,PI,CENTRO,"BENEVENUTE DA SILVA,, 108",64768000,semas.lb@hotmail.com,-8.478e-11,-4.1527e-10
CRAS - CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL FERNANDO LOBO,Lagoa do Carro,PE,Loteamento José Fernando Lobo,"doze, 41",55820000,craspmlc@gmail.com,-78.3729998745358,-35.3126657009124
CENTRO DE REFERENCIA DA ASSISTÊNCIA SOCIAL,Lagoa do Mato,MA,CENTRO,"RUA SUCUPIRA DO RIACHÃO, S/N",65683000,craslagoadomato@hotmail.com,-6.04757070176788,-43.5244846343994
CRAS,Lagoa do Ouro,PE,cohab II,"jose renato costa wanderley, S/N",55320000,smaslagoadoouro@yahoo.com.br,-91.1968191241568,-36.4505338668823
CRAS - Centro de Referência da Assistência Social de Lagoa do Piauí,Lagoa do Piauí,PI,Centro,"Avenida Tenente Zeli, 1560",64388000,secretariaas@hotmail.com,-5.41590125464384,-42.6440334320068
CRAS - Lagoa do Sítio,Lagoa do Sítio,PI,Piçarra,"Mundim Ferreira, S/N",64308000,craslagoadositio@hotmail.com.br,-6.513e-11,-4.1584e-10
CRAS VANDERLEI BARROS DUARTE,Lagoa do Tocantins,TO,CENTRO,"ALDERINA SANTOS VIEIRA, S/N",77613000,alvesvaniaaparecida905@gmail.com,-1.0378e-10,-4.7551e-10
CRAS - Centro de Referência de Assistência Social Sebastiana Monteiro,Lagoa dos Gatos,PE,Centro,"CAP. JULIO LIRA, 59",55450000,craslagoadosgatospe@gmail.com,-8.658e-11,-3.59e-12
CRAS Centro de Referência Maria da Conceição Medeiros Costa,Lagoa dos Patos,MG,CENTRO,"RUA: FRANCELINO RIBEIRO, 200",39360000,craslagoa09@yahoo.com.br,-16.9854443619127,-44.5838284492492
CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Lagoa dos Três Cantos,RS,CENTRO,"OTTO RADTKE, 797",99495000,assistencia@lagoa3cantos.rs.gov.br,-2.8571e-10,-5.2858e-10
CRAS,Lagoinha,SP,CENTRO,"ANTONIO JOSE RIBEIRO, S/N",12130000,social@lagoinha.sp.gov.br,-23.0911213782086,-45.1877439022064
CRAS LAGOINHA DO PIAUI,Lagoinha do Piauí,PI,CENTRO,"DOMINGOS LOURENÇO JORGE,, 1000",64465000,rmarciah@gmail.com,-5.831e-11,-4.2623e-10
CRAS LAGOAO,Lagoão,RS,CENTRO,"Getulio Vargas, 720",99340000,assistenciacraslagoao@yahoo.com.br,-292.25631724839,-527.758634090423
CRAS I,Laguna,SC,Magalhães,"Oscar Guimarães Pinho, 149",88790000,crasvila@gmail.com,-28.4924565773585,-487.772929669205
CRAS II,Laguna,SC,Portinho,"Saul Ignácio Martins, S/N",88790000,cras2@laguna.sc.gov.br,-28.4560240595823,-48.7933361528848
CRAS IOLE LOLLI DE OLIVEIRA,Laguna Carapã,MS,Monte Alegre,"LIDIO VILHALBA ESPÍNDOLA, 1001",79920000,lagunacarapacras@gmail.com,-226.737591496343,-551.27334594747
CRAS CALABAR,Laje,BA,CALABAR,"RUA DA LINHA DO CALABAR, S/N",45490000,craslaje@yahoo.com.br,-131.801377821365,-39.4172072410583
CRAS CENTRO,Laje do Muriaé,RJ,Centro,"Ferreira César, 282",28350000,assistencialajedomuriae@gmail.com,-212.08739012172,-42.1213245391845
CRAS QUERÓ,Laje do Muriaé,RJ,Querosene,"Rua Maestro Mazini, S/N",28350000,assistencialajedomuriae@gmail.com,-21.2076987841449,-42.1234059333801
CRAS,Lajeado,TO,SETOR AEROPORTO,"DOS BANDEIRANTES, S/N",77645000,craslajeado.to17@gmail.com,-97.6125200795477,-48.359305858612
CRAS - Espaço da Cidadania,Lajeado,RS,Centro,"Júlio May, 496",95900112,smds.cras@lajeado.rs.gov.br,-29.4672411229438,-51.9657987356185
CRAS - Espaço de Todos Nós,Lajeado,RS,SANTO ANDRÉ,"PALMEIRINHAS, 128",95912072,smds.espacodetodosnos@lajeado.rs.gov.br,-294.427929823584,-51.9759857654571
CRAS,Lajeado Grande,SC,centro,"AMAZONAS, 221",89828000,cras@lajeadogrande.sc.gov.br,-26.859873278662,-5.25643358238449
CRAS DE LAJEADO NOVO,Lajeado Novo,MA,CENTRO,"AVENIDA PRINCIPAL, S/N",65937000,smaslajeadonovoma12@gmail.com,-6.189e-11,-4.7035e-10
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Lajeado do Bugre,RS,CENTRO,"CLEMENTINO GRAMINHO, S/N",98320000,assistenciasocial@lajeadodobugre.rs.gov.br,-27.691945358682,-53.1806945800781
CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Lajedinho,BA,CENTRO,"RUA IRINEU MACHADO DE MACEDO, 100",46825000,craslajedinho@yahoo.com.br,-123.550241176105,-0.04090410709352
CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,Lajedo,PE,CENTRO,"MAJOR CAPITU, 373",55385000,assistenciasociallajedo@hotmail.com,-8.664e-11,-3.632e-11
CRAS  Casa das Famílias,Lajedo do Tabocal,BA,Centro,"Rua Eupidio José de Souza, S/N",45365000,assistenciacraslagedodotabocal@gmail.com,-134.73350504093,-40.2206951379776
CRAS IDALIA DE CARVALHO CAIRES,Lajedão,BA,Centro,"Getúlio Vargas, S/N",45950000,cras_lajedao@hotmail.com,-1.7614e-10,-4.0345e-10
CRAS 2 Centro de Referência de Assistência Social,Lajes,RN,São Judas Tadeu,"AMARANTE, 56",59535000,semthas@lajes.rn.gov.br,-57.0634750118104,-36.2490806580899
CRAS 1 Centro de Referência de Assistência Social,Lajes,RN,Centro,"Manoel Januário Cabral, 136",59535000,semthas@lajes.rn.gov.br,-569.71877037169,-36.2422442436218
CRAS,Lajes Pintadas,RN,CENTRO,"José Varela da Silva, S/N",59235000,lajespintadascras@gmail.com,-6.15e-12,-3.6117e-10
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL.,Lajinha,MG,HOSPITAL,"JOSÉ RODRIGUES, 118",36980000,cras@lajinha.mg.gov.br,-20.1543721102469,-4.16247108578682
CRAS - Centro de Referência de Assistência Social,Lamarão,BA,Centro,"Projetada C, S/N",48720000,smaslamarao@hotmail.com,-11.7937603561426,-38.8962364196777
CASA DA FAMÍLIA,Lambari,MG,Sertãozinho,"Rua Afonso Pena, 21",37480000,assistenciasocial@lambari.mg.gov.br,-219.769067735035,-45.3522759675979
CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL - LUIZ PRETO,Lambari D'Oeste,MT,LAGO AZUL,"CASTELO BRANCO, S/N",78278000,craslambari2124@gmail.com,-153.213360201004,-58.0050444602966
CRAS Centro de Referência de Assistência Social,Lamim,MG,Centro,"Tenente Antônio Chagas, 17",36455000,cras@lamim.mg.gov.br,-20.7883488929197,-43.4739732742309
CRAS LANDRI SALES PIAUÍ,Landri Sales,PI,SÃO FRANCISCO,"DOM EXPEDITO LOPES, 1151",64850000,craslandris@hotmail.com,-7.2638621e-07,-4.39293819e-06
CRAS FERNANDA MEIRA,Lapa,PR,CENTRO,"ALOISIO LEONI, 154",83750000,socialapa@yahoo.com.br,-25.7673345980163,-49.7215247154235
CRAS LAPA/PR,Lapa,PR,SÃO LUCAS,"ARTHUR VIRMOND DE LACERDA, 671",83750000,craslapa@lapa.pr.gov.br,-25.7572470068622,-49.7082424163818
CRAS Casa da Família de Lapão,Lapão,BA,BELO HORIZONTE,"Juventude, S/N",44905000,assistenciasociallapao@gmail.com,-113.769983127729,-41.8323111534118
CASA DA FAMILIA,Laranja da Terra,ES,Sede,"Germano Stabenow, S/N",29615000,cras@laranjadaterra.es.gov.br,-199.027080508789,-41.0580539703369
CRAS - LARANJAL,Laranjal,PR,CENTRO,"GETÚLIO VARGAS, S/N",85275000,cras.laranjal.pr@hotmail.com,-249.022022891507,-52.4929332733154
CRAS ROMUALDO NUNES DE MORAIS,Laranjal,MG,INDUSTRIAL,"JEREMIAS DIAS DE OLIVEIRA, S/N",36760000,craslaranjal@gmail.com,-213.683269378241,-42.4773716926574
CRAS CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL  VILA ZALLA,Laranjal Paulista,SP,CENTRO,"Bartolomeu de Gusmão, 15",18500000,assistencia@laranjalpaulista.sp.gov.br,-2.305e-11,-4.7837e-10
CRAS - CENTRO DE REFERÊNCIA DE ASSISTENCIA SOCIAL,Laranjal Paulista,SP,BAIRRO DA PONTE,"GOVERNADOR PEDRO DE TOLEDO, 1400",18500000,CRASVOCAROLA@GMAIL.COM,-2.305e-11,-4.7837e-10
CRAS,Laranjal do Jari,AP,Agreste,"Tiradentes, 613",68920000,craslaranjaldojari2020@outlook.com,-84.35832640680647,-525.2144515514369
CRAS ÂNGELA MARIA DE CARVALHO LIMA BOMFIM,Laranjeiras,SE,CENTRO,"A, S/N",49170000,laranjeiras-seads@hotmail.com,-10.79511518544,-37.1648597717285
MARTA BARROS HAGENBECK,Laranjeiras,SE,CENTRO,"AUGUSTO MAYNARD, S/N",49170000,cras1@laranjeiras.se.gov.br,-108.092054581439,-37.1672040224075
CRAS Laranjeiras do Sul,Laranjeiras do Sul,PR,São Francisco,"Barão do Rio Branco, 3170",85303130,asocial@ls.pr.gov.br,-25.3973952095364,-52.4102282528474
CRAS ACACIAS,Lassance,MG,CENTRO,"MARECHAL DEODORO DA FONSECA, 184",39250000,craslassance@gmail.com,-178.877937394246,-44.5767152309417
CRAS MARIA DO CARMO MENDES SARMENTO,Lastro,PB,CENTRO,"Conjunto CEAP, S/N",58820000,craslastro@outlook.com,-6.516e-11,-3.818e-11
CRAS ACOLHIDA CIDADÃ,Laurentino,SC,Vila Nova,"Ipê, 185",89170000,cras@laurentino.sc.gov.br,-272.142013687666,-497.27489948272705
CRAS MANOEL JOAO NASARIO,Lauro Müller,SC,Centro," Prefeito Flávio Righeto, S/N",88880000,social@lauromuller.sc.gov.br,-28.3899326989478,-4.93942952156067
CRAS VILA PRAIANA,Lauro de Freitas,BA,CENTRO," AVENIDA AMARILIO THIAGO DOS SANTOS, 144",42700000,crascentro.lf@hotmail.com,-128.951151706279,-38.3228123188018
CRAS PORTÃO,Lauro de Freitas,BA,PORTÃO,"2ª TRAVESSA DO RETIRO, 7",42700000,crasportaolaurodefreitas@gmail.com,-128.644392237858,-383.044338226318
CRAS ITINGA II,Lauro de Freitas,BA,Itinga,"DINÁ RODRIGUES, S/N",42722150,cras.itinga2@gmail.com,-1.2894e-10,-3.8327e-10
CRAS AREIA BRANCA,Lauro de Freitas,BA,Areia Branca,"Loteamento Jaíba, Quadra 03, Lotes 08 e, S/N",42700000,crasareiabranca@hotmail.com,-128.364793229073,-383.48829746246304
CRAS ITINGA I,Lauro de Freitas,BA,Recreio Ipitanga,"Rua Brejolândia , lote 07, Qd 23, S/N",42700580,crasitingalf@gmail.com,-128.936614686526,-383.35139751434303
CRAS CAJI,Lauro de Freitas,BA,CAIXA D´ÁGUA,"SANTO AMARO DE IPITANGA, 55",42700000,crascaji@gmail.com,-1.2894e-10,-3.8327e-10
CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL DE LAVANDEIRA,Lavandeira,TO,CENTRO,"Henrique Batista, S/N",77328000,secretariasociallavandeira@gmail.com,-127.89663328674,-46.5102338790893
CRAS NOVA LAVRAS,Lavras,MG,Olaria,"Alberto de Abreu, 65",37202503,crasnl@lavras.mg.gov.br,-212.397838068176,-44.9903055212416
CRAS CRUZEIRO DO SUL,Lavras,MG,Ouro Preto,"Dr. Paulo de Oliveira Lima, S/N",37207593,crascs@lavras.mg.gov.br,-21.2542118130983,-45.0061851739883
CRAS SANTA EFIGÊNIA,Lavras,MG,SANTA EFIGÊNIA,"EXPEDICIONÁRIO JOSÉ MESQUITA, S/N",37206691,crasse@lavras.mg.gov.br,-2.12627648e-06,-4.49893653e-06
CRAS JOSÉ BARBOSA,Lavras,MG,Nossa Senhora de Lourdes II,"Jose Moreira Primeiro, S/N",37200584,crasjb@lavras.mg.gov.br,-21.2230714078178,-44.9922966957092
CRAS SÃO VICENTE,Lavras,MG,SERRA AZUL,"NELSON MESQUITA, 166",37207697,crassv@lavras.mg.gov.br,-212.480372556557,-450.15052556991503
COHAB,Lavras,MG,COHAB,"PAULO COSTA PEREIRA, 651",37200630,crascohab@lavras.mg.gov.br,-21.2113995620513,-449.980878835776
CRAS ZONA NORTE,Lavras,MG,Jardim Gloria,"Severiano Siervuli, 73",37209274,craszn@lavras.mg.gov.br,-212.289369868665,-45.0052088499069
CRAS MARIA TEREZINHA GONÇALVES,Lavras da Mangabeira,CE,CENTRO,"Firmino Benicio, 213",63300000,crasquita2023@gmail.com,-687.41416628705,-39.0898966787426
CRAS MOZART LOPES DE OLIVEIRA,Lavras da Mangabeira,CE,Centro,"Major Idelfonso, S/N",63300000,craslavras@hotmail.com,-67.4652305234758,-389.661741255622
CRAS MARIA CLEIDE LEMOS,Lavras da Mangabeira,CE,MANGABEIRA,"PEDRO MANGUEIRA, 191",63307000,crasmangabeira2021.1@gmail.com,-67.5986413485723,-39.1215813158851
CRAS CASA ESPERANÇA,Lavras do Sul,RS,CENTRO,"PIRES PORTO, 62",97390000,crascasaesperanca@gmail.com,-308.137527385147,-538.992047309875
CRAS Casa das Familias,Lavrinhas,SP,Jardim Mavisou,"Juriti, 25",12760000,cras@lavrinhas.sp.gov.br,-22.5544434829744,-44.9228886363926
CRAS - ITSUNEO KATAOKA,Lavínia,SP,RAFAEL DE BIAGI,"DEPUTADO PLINIO SALGADO, 1555",16850000,cras@lavinia.sp.gov.br,-21.1667279806659,-51.0476174353243
CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Leandro Ferreira,MG,CENTRO,"JESUS RABELO, 121",35657000,cras@leandroferreira.mg.gov.br,-197.143134510857,-45.0242257118225
CRAS ESPAÇO DA FAMÍLIA CIDADÃ,Lebon Régis,SC,Centro,"JULIO VIEIRA GONÇALVES, S/N",89515000,cras@lebonregis.sc.gov.br,-269.354654583577,-50.6879053123702
CRAS SÃO MANOEL,Leme,SP,SÃO MANOEL,"AUGUSTO SALCIOTTO, 205",13616530,cras.saomanoel@leme.sp.gov.br,-221.676540071904,-47.3745703697204
CRAS EMPYREO,Leme,SP,JARDIM EMPYREO,"CICERA SUELI DE ANDRADE, 120",13611831,CCEMPYREO@GMAIL.COM,-0.22206835342623,-473.74119758605906
CRAS CENTRAL,Leme,SP,Centro,"Cel João Franco Mourão, 264",13610180,crascentral@leme.sp.gov.br,-221.823979622629,-473.883247375488
CRAS ELOÍSA,Leme,SP,ELOISA,"Doutor João Elias de Souza, 111",13617657,cras.eloisa@leme.sp.gov.br,-221.95421827137,-47.3632514476776
CRAS Primavera,Leme,SP,Jd Pimavera,"Joao Poletti, 25",13610000,evabarbi.sads@gmail.com,-221.740823232849,-473.71566295623694
CRAS PALMEIRAS,Leme,SP,Jd das Palmeiras,"Roberto Schwenger, S/N",13615548,caspalmeiraslemesp@gmail.com,-2.21664133e-06,-4.73849431e-06
CRAS SAULO,Leme,SP,JARDIM SAULO,"jorge miguel mansur, 76",13611130,cras.saulo@leme.sp.gov.br,-222.050076531972,-473.836469650268
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Leme do Prado,MG,GABRIEL PEREIRA,"DA SULP, 5",39655000,cras@lemedoprado.mg.gov.br,-170.805791547678,-42.6954567432403
CRAS Lençóis,Lençóis,BA,Centro,"Rua Miguel Calmon, 1",46960000,craslencois.ba@hotmail.com,-1.2563e-10,-4.139e-11
CRAS Unidade III - CECAP,Lençóis Paulista,SP,N.H.João Zillo,"Adriano da Gama Kury, 159",18681430,cras.3@lencoispaulista.sp.gov.br,-226.016892430531,-48.7847954031531
CRAS Unidade I - N.H.M. Júlio Ferrari,Lençóis Paulista,SP,Núcleo Habitacional Maestro Júlio Ferr,"Manoel Duarte Moreira, 150",18684090,cras.jferrari@lencoispaulista.sp.gov.br,-2.25842016708471,-48.8144928216934
CRAS Unidade II - Ângela Aparecida Velozo Deveza,Lençóis Paulista,SP,VILA ÉDEN,"PRUDENTE DE MORAES, 91",18681090,cras.centro@lencoispaulista.sp.gov.br,-22.595365401591,-48.7916994094848
CRAS,Leoberto Leal,SC,centro,"Padre Augusto Schwirling, 603",88445000,cras@leobertoleal.sc.gov.br,-275.089375233569,-492.84324645996
CRAS QUINTA RESIDENCIA,Leopoldina,MG,QUINTA RESIDENCIA,"ALAN KARDECK, 39",36700000,cras.quinta@gmail.com,-215.360246259692,-42.650191783905
CRAS BELA VISTA,Leopoldina,MG,BELA VISTA,"AVENIDA DOS EXPEDICIONÁRIOS, 404",36700000,cras_belavista@yahoo.com.br,-215.215731228545,-426.34720802307106
CRAS AMÉLIA GALITO CARMINATE BAIRRO ALTO DO CEMITERIO,Leopoldina,MG,ALTO DO CEMITERIO,"FAJARDO, 419",36700000,crasaltocemiterio_pml@hotmail.com,-215.219523933794,-42.6508784294128
CRAS ROBERTO CAETANO,Leopoldo de Bulhões,GO,CENTRO,"ZECA LOUZA, 235",75190000,crasleopoldodebulhoes@gmail.com,-166.204138720427,-48.7416071890038
Centro de Referência da Assistência Social - CRAS,Leópolis,PR,Centro,"Renato Ticoulart, 704",86330000,cras@leopolis.pr.gov.br,-2.30790741e-06,-5.07606809e-06
CRAS CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Liberato Salzano,RS,CENTRO,"ALMIRANTE TAMADARÉ, 140",99690000,crasliberatosalzano@gmail.com,-276.000612927534,-53.0726337432861
Centro de Referência da Assistência Social de Liberdade,Liberdade,MG,Santa Rita de Cássia,"Sebastião Laurindo Campos, 158",37350000,assistenciasocial@liberdade.mg.gov.br,-2.2029e-10,-4.432e-11
CRAS A CASA DAS FAMÍLIAS,Licínio de Almeida,BA,POTOSI,"SEBASTIÃO SANTOS PEREIRA, S/N",46300000,crasdelicinio2012@hotmail.com,-146.812258283442,-424.99172687530495
CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL DE LIDIANOPOLIS,Lidianópolis,PR,CENTRO,"JUSCELINO KUBITSCHEK, 267",86865000,craslidianopolis@hotmail.com,-24.1096438449497,-51.6563415527343
CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Lima Campos,MA,CENTRO,"15 de janeiro, 286",65728000,smaslimacampos@hotmail.com,-45.1845770244416,-44.4692230224609
Centro de Referência de Assistência Social,Lima Duarte,MG,Centro,"Joaquim Fonseca da Silva, 37",36140000,craslimaduarte@yahoo.com.br,-218.410250793529,-43.7907314300537
CRAS PARQUE NOSSA SENHORA DAS DORES,Limeira,SP,JARDIM CAIEIRA,"ANGELO PICCIN, 569",13483211,crasdores@ceprosom.sp.gov.br,-2.25611575e-06,-4.74398895e-06
CRAS CASA DAS FAMILIAS,Limeira,SP,JD. AEROPORTO,"DR. ANTONIO DE LUNA, 1323",13481500,crascasadasfamilias@ceprosom.sp.gov.br,-226.116339028235,-47.4127435684204
CRAS CONJ. RES. PARQUE VICTOR D'ANDREA,Limeira,SP,CONJUNTO RES. VICTOR D' ANDREA,"FAUSTO ESTEVES DOS SANTOS, 568",13481340,crascecap@ceprosom.sp.gov.br,-225.944115175799,-474.002294550882
CRAS PRESIDENTE DUTRA,Limeira,SP,JARDIM PRESIDENTE DUTRA,"LUIZ VARGAS, 1284",13486606,crasdutra@ceprosom.sp.gov.br,-225.762121634496,-4.73772954940796
CRAS ESTAÇÃO CIDADANIA E CULTURA,Limeira,SP,GEADA,"PREFEITO ARY LEVY PEREIRA, 845",13483100,crasceu@ceprosom.sp.gov.br,-22.5486192930403,-47.4497687816619
CRAS MARILENA PINTO RAMALHO,Limeira,SP,Vila Queiroz,"Santa Cecília, 220",13485026,crasmarilena@ceprosom.sp.gov.br,-2.25524363e-06,-4.73983274e-06
CRAS - Centro de Referência de Assistência Social,Limeira do Oeste,MG,JOAMARIO,"PERNAMBUCO, 1224",38295000,craslimeiramg@hotmail.com,-1.9551e-10,-5.0581e-10
CRAS 1 - ALTO DE SÃO SEBASTIÃO,Limoeiro,PE,São Sebastião,"Avenida São Sebastião, 471",55700000,craslimoeiro2017@hotmail.com,-787.011987335715,-3.54421091079712
CRAS 2 - FREI ESTEVÃO,Limoeiro,PE,FREI ESTEVÃO,"FREI ESTEVÃO, 85",55700000,cras2freiestevao@gmail.com,-78.7919589911754,-354.601764678955
CRAS JOCEL HENRIQUE DA SILVA,Limoeiro de Anadia,AL,CENTRO,"Frei Damião, 2",57260000,craspeleveal@outlook.com,-97.4063302105663,-3.65032982826233
CASA DA FAMÍLIA,Limoeiro do Ajuru,PA,MATINHA,"NOVA II, 45",68415000,craslimoeirodoajuru@gmail.com,-189.811071802414,-4.93811655038735
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Limoeiro do Norte,CE,ANTONIO HOLANDA DE OLIVEIRA,"JOSÉ NUNES GUERREIRO, S/N",62930000,crasaho@gmail.com,-5.146e-11,-3.8098e-10
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Limoeiro do Norte,CE,BOM NOME,"RAIMUNDO NONATO DE MOURA, 590",62930000,crascorinaremigiodeoliveira@gmail.com,-5.146e-11,-3.8098e-10
CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Lindoeste,PR,CENTRO,"Amazonas, 251",85826000,craslindoeste@hotmail.com,-25.2624872525845,-535.761648416519
CRAS  LC,Lindolfo Collor,RS,CENTRO,"CAPIVARA, 1450",93940000,as.social@lindolfocollor.rs.gov.br,-29.5921175932265,-512.117975950241
CRAS CENTRAL,Lindóia,SP,CENTRO,"RUA SERAFIM COLI, 90",13950000,cras@lindoia.sp.gov.br,-225.20025620551,-46.6481888292088
CRAS Nosso Mundo,Lindóia do Sul,SC,Centro,"XV de novembro, S/N",89735000,cras@lindoiadosul.sc.gov.br,-270.524565929521,-520.799642801284
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DO SANTA CRUZ,Linhares,ES,SANTA CRUZ,"ANTENOR ELIAS, 505",29908025,cras.santacruz@linhares.es.gov.br,-19.3357457290906,-4.00607442855835
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DO CONCEIÇÃO,Linhares,ES,NOSSA SENHORA DA CONCEIÇÃO,"GOVERNADOR FLORENTINO AVIDOS, 466",29901627,cras.conceicao@linhares.es.gov.br,-193.865586449582,-400.726532936096
CRAS -CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DE RIO QUARTEL JOSE AMARILIO PE,Linhares,ES,RIO QUARTEL,"JORGE NUNES ROSA, S/N",29913335,crasrioquartel@hotmail.com,-19.485021684385,-40.1555657386779
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DO NOVA ESPERANÇA,Linhares,ES,NOVA ESPERANÇA,"LAGOA BONITA, S/N",29908635,cras.novaesperanca@linhares.es.gov.br,-193.561942643847,-40.044093132019
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DO AVISO,Linhares,ES,AVISO,"LASTÊNIO CALMON, S/N",29901270,cras.aviso@linhares.es.gov.br,-194.039245257425,-400.56216716766306
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DO INTERLAGOS,Linhares,ES,INTERLAGOS,"REPÚBLICA, 288",29903508,cras.interlagos@linhares.es.gov.br,-19.3903436743247,-40.056881904602
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DE BEBEDOURO ANTÔNIO SANTANA D,Linhares,ES,BEBEDOURO,"TOBIAS JOSÉ DE ANDRADE, 119",29913040,crasbebedouro@hotmail.com,-194.717510716853,-401.1488199234
CRAS Prof. Alcindo José Checon,Lins,SP,Junqueira,"Amazonas, 520",16403130,crasprofessorchecon@lins.sp.gov.br,-216.827135926985,-497.434329986572
CRAS IRMA BEATRIZ HELENA DE BARROS LEITE,Lins,SP,Vila Irmãos Andrade,"José Mendes, 35",16400750,crasparque@lins.sp.gov.br,-216.629522781307,-49.7552561759948
CRAS MIGUEL APARECIDO BARBOSA -,Lins,SP,EMILIO LOPES,"LIA HERNANDES MORENO ALFONSO, 55",16401514,crassaojoao@lins.sp.gov.br,-216.547857373876,-497.40648865699694
CRAS Antonio Nunes Fernandes - Toninho Casavéia,Lins,SP,Jose Dias dos Santos,"Maria Jose Folchito Vanuchi, 45",16402698,crasjd@lins.sp.gov.br,-216.73341763019,-49.7315669059753
CRAS MARIA NAZARA DE SOUSA,Livramento,PB,CENTRO,"PRESIDENTE JOÃO PESSOA, 156",58690000,cras.livramento@gmail.com,-73.754692194508,-36.9454550743103
CRAS TAQUARI,Livramento de Nossa Senho,BA,Taguari,"Av. Constatino José dos Santos, S/N",46140000,casadafamiliataquari@gmail.com,-136.59196164292,-418.516874313354
CRAS DA ESTOCADA,Livramento de Nossa Senho,BA,Estocada,"GONÇALO PEREIRA E SILVA, 18",46140000,crasestocada04@gmail.com,-136.354813611777,-4.18491554260254
CRAS LILIAM DE SOUSA LUSTOSA,Lizarda,TO,CENTRO,"rua 04, S/N",77630000,crasdelizarda@gmail.com,-95.9427578774315,-46.6765630245208
Centro de Referencia de Assistencia Social,Loanda,PR,Alto da Glória,"Gov Moisés Lupion, 289",87900000,cras.loanda@hotmail.com,-22.9228756750691,-531.374187472101
CRAS - centro de referencia da assistencia social,Lobato,PR,centro,"Tsuguji Sugihara, 86",86790000,craslobato@yahoo.com.br,-230.056066294103,-519.5037603378289
CRAS LOGRADOURO,Logradouro,PB,CENTRO,"Ananias Soares, S/N",58254000,danielydacunhab@gmail.com,-66.1575116072744,-35.4418194293975
CRAS OESTE A,Londrina,PR,MARACANA,"ADELINA PIQUETTI BARRIOS, 230",86056860,cras.oestea@londrina.pr.gov.br,-233.253824359724,-51.2224845886885
